eeincome1,erbmi,erhhch,erspemch,ertpreat,ertseat,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eugroshp,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm
3,34.799999,3,5,75,90,-1,1,1,2,-1,2,-1,-1,1,2,2,2,3,2,-1,-1,-1
1,-1,3,-1,100,0,1,1,2,1,5,2,-1,-1,1,1,1,2,1,1,2,1,1
1,37.099998,3,-1,0,30,3,1,1,2,-1,1,4,2,1,1,1,2,1,1,1,6,2
1,28.299999,3,5,35,61,1,1,1,2,-1,1,1,2,1,1,1,2,3,1,1,1,1
1,40.200001,3,5,110,0,-1,1,2,1,4,1,3,2,1,3,1,2,3,2,1,2,2
1,21.799999,3,5,20,0,-1,1,2,1,2,2,-1,-1,1,3,1,2,1,2,1,2,2
2,41.599998,3,5,90,0,-1,2,2,1,4,1,1,2,1,1,1,2,1,-1,1,4,2
2,37.099998,3,-1,135,15,-1,2,1,1,7,1,1,2,1,1,1,2,1,-1,1,2,2
1,24,3,-1,70,10,-1,1,1,1,4,1,2,2,1,1,1,2,1,2,1,2,2
2,27.5,3,-1,10,0,1,1,2,2,-1,1,1,2,1,1,2,2,1,1,1,2,-1
2,37.299999,3,5,35,1,-1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2
3,28,3,5,30,0,-1,2,2,2,-1,2,-1,-1,1,3,1,2,1,-1,3,4,2
1,32.5,3,5,75,0,1,1,2,1,7,1,1,2,1,3,1,2,3,1,1,2,2
-2,23.4,3,5,30,0,1,1,2,2,-1,1,1,1,1,1,1,2,1,1,1,2,2
1,35.5,3,5,60,2,-1,1,1,2,-1,1,7,1,1,2,-1,-1,2,2,-1,-1,-1
1,25.799999,3,5,195,0,-1,2,2,1,6,1,3,2,1,2,-1,-1,2,-1,-1,-1,-1
1,29.799999,3,-1,105,20,-1,1,1,1,6,1,3,2,1,1,1,2,1,2,1,-2,2
1,32.299999,3,5,105,5,-1,2,1,1,3,1,4,1,1,3,-1,-1,2,-1,1,2,-1
1,20.700001,1,-1,220,0,-1,2,2,1,4,2,-1,-1,1,1,1,2,1,-1,1,2,2
-2,30.9,3,5,120,15,-1,2,1,1,3,1,7,2,1,1,2,2,1,-1,1,2,-1
1,43.599998,3,-1,70,10,-1,1,1,2,-1,1,2,2,1,1,1,2,1,2,1,1,2
-2,31.9,2,-1,45,15,-1,2,1,2,-1,1,2,2,1,2,-1,-1,2,-1,-1,-1,-1
1,-1,3,5,135,0,-1,2,2,1,4,1,1,2,1,1,1,2,1,-1,1,2,2
1,27.9,3,-1,46,0,-1,2,2,1,5,1,7,1,1,2,-1,-1,2,-1,-1,-1,-1
1,24.299999,3,-1,90,0,2,1,2,1,3,1,3,2,1,3,-1,-1,2,1,1,1,-1
1,36.799999,3,-1,115,0,-1,1,2,1,2,2,-1,-1,1,1,1,2,1,2,1,2,2
-1,-1,3,5,55,2,-1,2,1,-1,-1,1,-2,2,-1,2,2,2,1,-1,-1,-1,-1
1,22.5,3,5,35,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,31.299999,3,5,105,0,-1,1,2,1,7,2,-1,-1,1,3,1,2,3,2,1,1,2
1,39.700001,3,-1,60,10,-1,1,1,2,-1,1,1,2,1,1,1,2,1,2,1,3,2
1,23,3,-1,5,0,-1,2,2,1,4,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,33.200001,3,5,180,30,-1,1,1,2,-1,1,2,1,1,2,1,2,1,2,-1,-1,2
1,24.9,3,3,50,0,-1,1,2,1,4,1,3,2,1,3,1,2,3,2,1,3,2
1,27.5,3,5,80,0,-1,2,2,2,-1,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,-1,3,-1,73,0,-1,1,2,1,5,2,-1,-1,1,1,2,2,1,2,1,6,-1
1,33.5,3,-1,15,538,-1,1,1,1,1,2,-1,-1,1,1,1,2,1,2,1,2,2
2,27.200001,3,-1,200,30,-1,1,1,1,7,2,-1,-1,1,2,1,2,1,2,-1,-1,2
1,20.799999,3,-1,70,10,2,1,1,2,-1,1,1,2,1,1,1,2,1,1,1,1,2
2,25.799999,3,-1,30,0,2,1,2,1,4,2,-1,-1,1,1,1,2,1,1,1,2,2
1,26.799999,3,5,0,35,2,1,1,2,-1,1,1,2,1,3,1,2,3,1,1,2,2
1,27.5,3,-1,45,0,-1,1,2,1,3,1,1,2,1,1,1,2,1,2,1,3,2
2,31.700001,3,-1,60,0,-1,2,2,1,4,2,-1,-1,1,1,2,2,1,-1,1,2,-1
1,23.1,3,5,30,5,1,1,1,1,3,1,3,1,1,2,-1,-1,2,1,-1,-1,-1
1,24.4,3,5,135,40,-1,1,1,1,2,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,26.799999,3,-1,65,10,2,1,1,2,-1,1,1,2,1,1,1,2,1,1,2,1,2
1,28.200001,3,-1,100,5,-1,1,1,1,3,1,2,1,1,1,1,2,1,2,1,2,2
1,24.4,3,-1,65,5,-1,1,1,1,7,2,-1,-1,1,1,1,2,1,2,2,3,2
2,28.799999,1,-1,15,15,-1,1,1,1,1,1,3,2,1,1,1,2,1,2,2,1,2
-3,30.6,3,5,60,0,-1,2,2,2,-1,1,1,2,1,1,1,2,1,-1,1,2,1
2,21.1,3,-1,55,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,1,2,2
1,24.299999,3,-1,150,0,-1,1,2,1,5,2,-1,-1,1,1,1,2,1,2,1,2,2
1,25.799999,3,5,30,10,-1,2,1,1,6,1,4,2,1,2,-1,-1,2,-1,-1,-1,-1
2,36,3,-1,5,10,-1,1,1,2,-1,1,2,2,1,1,1,2,1,2,2,1,2
1,21.6,3,3,120,30,-1,1,1,1,3,1,4,2,1,3,1,2,3,2,1,3,2
2,25.799999,3,-1,30,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,2,5,2
2,28.5,3,-1,20,0,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2
2,26.4,3,-1,122,-2,1,1,-2,1,2,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,31.200001,3,5,90,0,2,1,2,1,5,2,-1,-1,1,1,1,2,1,1,1,1,2
1,24,3,5,125,0,-1,1,2,1,3,1,1,2,1,1,1,2,1,2,1,3,2
1,25.799999,3,-1,85,10,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2
1,34.299999,3,-1,90,50,1,1,1,2,-1,1,2,2,1,2,2,2,1,1,-1,-1,-1
1,31.6,3,-1,15,35,-1,1,1,1,3,1,1,2,1,1,1,2,1,2,1,5,2
1,22.700001,3,-1,15,5,-1,2,1,1,7,2,-1,-1,1,1,1,2,1,-1,3,1,2
2,20.700001,3,5,150,0,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2
2,25,3,-1,65,0,-1,2,2,1,2,2,-1,-1,1,1,2,2,1,-1,1,2,-1
2,27.4,3,-1,90,30,1,1,1,1,4,2,-1,-1,1,1,1,2,1,1,2,1,2
2,36.900002,3,-1,30,0,-1,2,2,1,5,2,-1,-1,1,1,1,2,1,-1,5,-2,2
1,-1,3,-1,15,15,-1,2,1,1,4,1,3,2,1,1,2,2,1,-1,2,2,-1
2,27.4,3,5,0,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,1,2
3,20,3,5,55,0,-1,2,2,1,3,1,2,2,1,1,1,2,3,-1,1,2,2
2,22.200001,3,-1,20,0,-1,2,2,2,-1,2,-1,-1,1,1,2,2,1,-1,1,2,-1
2,31.6,3,5,30,5,-1,1,1,2,-1,1,1,1,1,2,-1,-1,2,2,-1,-1,-1
1,38.299999,3,-1,45,15,1,1,1,2,-1,1,2,2,1,1,1,2,1,1,2,4,2
1,29.799999,3,-1,145,10,-1,2,1,1,4,1,2,2,1,2,-1,-1,2,-1,-1,-1,-1
1,24.4,3,-1,80,0,-1,2,2,2,-1,1,2,1,1,1,1,2,1,-1,2,4,2
-3,20.5,3,-1,15,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,1,2
2,32.900002,3,3,80,0,-1,2,2,1,3,2,-1,-1,1,3,1,2,3,-1,2,1,1
1,22.1,3,1,70,20,2,1,1,1,2,2,-1,-1,3,2,-1,-1,2,1,-1,-1,-1
1,35.299999,3,5,65,10,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,2
1,23,3,5,20,0,-1,1,2,1,5,1,5,1,1,1,1,2,1,2,1,1,2
1,23.299999,3,5,60,0,-1,1,2,2,-1,1,1,2,1,1,1,2,1,2,3,1,2
1,35.900002,3,5,60,0,1,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
2,21,3,-1,16,0,-1,2,2,1,7,2,-1,-1,1,2,1,2,1,-1,-1,-1,2
2,26,3,5,135,0,-1,1,2,2,-1,2,-1,-1,2,2,1,2,1,2,-1,-1,1
3,25,3,-1,30,30,-1,1,1,1,1,2,-1,-1,1,1,1,2,1,2,2,1,2
1,24.799999,3,-1,45,4,-1,2,1,1,4,2,-1,-1,1,1,1,2,1,-1,1,4,2
1,25.799999,3,5,40,2,1,1,1,1,4,1,2,1,1,1,1,2,1,1,1,2,1
1,23.6,3,5,180,0,-1,1,2,1,7,2,-1,-1,1,3,1,2,3,2,1,3,2
2,26.6,3,-1,40,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,1,2
3,31.6,3,-1,60,20,-1,1,1,1,6,2,-1,-1,1,1,1,2,1,2,1,1,2
1,23,3,-1,90,5,1,1,1,1,3,1,1,2,1,1,1,2,1,1,2,2,2
2,23.4,3,-1,120,0,2,1,2,1,14,2,-1,-1,2,1,1,2,1,1,1,2,2
1,35.900002,3,5,110,15,-1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2
1,24.4,3,5,150,20,-1,1,1,1,3,2,-1,-1,1,3,1,2,3,2,1,3,2
2,37.099998,2,-1,115,0,-1,1,2,2,-1,1,3,1,1,1,1,2,1,2,2,2,2
1,23.5,3,5,40,30,-1,2,1,1,3,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
-3,29.200001,3,-1,75,10,-1,1,1,2,-1,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
1,22.5,3,-1,55,0,-1,1,2,2,-1,1,1,2,1,1,2,2,1,2,2,4,-1
1,29.4,3,5,60,60,2,1,1,1,4,1,5,1,1,1,1,2,1,1,1,2,2
1,28.200001,3,3,165,5,-1,1,1,1,7,2,-1,-1,1,1,1,2,1,2,2,1,2
1,20.4,3,-1,95,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,1,2
1,23.799999,3,-1,50,0,-1,2,2,2,-1,1,3,1,1,1,1,2,1,-1,1,2,2
1,27.200001,3,5,90,5,1,1,1,2,-1,2,-1,-1,1,2,1,2,3,1,-1,-1,1
1,21.6,3,3,120,0,-1,1,2,1,9,2,-1,-1,1,1,1,2,1,2,1,3,2
2,35.700001,1,5,10,25,2,1,1,2,-1,1,1,2,1,3,-1,-1,2,1,2,-2,-1
1,44.599998,3,5,45,35,-1,1,1,2,-1,1,6,1,1,2,-1,-1,2,2,-1,-1,-1
1,22,3,5,20,35,-1,1,1,1,6,1,3,2,1,1,1,2,1,2,1,2,2
1,23.6,3,-1,120,0,-1,1,2,1,14,2,-1,-1,1,3,1,2,3,2,1,2,2
1,27.9,3,5,120,10,2,1,1,1,2,1,1,2,1,2,-1,-1,2,1,-1,-1,-1
1,34.299999,3,-1,15,45,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,2,1,2
2,47,3,5,60,10,-1,1,1,2,-1,1,2,2,1,1,1,2,1,2,1,1,2
1,31.299999,3,-1,25,0,-1,2,2,1,7,1,1,1,1,1,2,1,3,-1,3,1,-1
3,40.400002,3,5,10,0,2,1,2,1,7,1,2,2,1,2,1,2,3,1,-1,-1,2
1,30.4,3,5,45,0,-1,2,2,2,-1,1,1,2,1,1,1,2,1,-1,2,1,2
1,29.700001,3,-1,60,0,-1,2,2,1,3,2,-1,-1,1,1,-1,-1,2,-1,2,4,-1
-1,-1,3,-1,20,0,2,1,2,-2,-1,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,42,3,-1,90,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,4,2
2,36.900002,3,-1,60,0,-1,1,2,2,-1,1,2,2,1,1,1,2,1,2,1,2,2
1,23.799999,3,5,60,0,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,2,2
1,31.6,3,5,40,10,-1,1,1,1,5,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,29.299999,3,5,155,0,-1,1,2,1,4,1,2,1,1,1,1,2,1,2,3,1,2
1,23.799999,3,-1,75,10,-1,2,1,1,3,2,-1,-1,1,1,1,2,1,-1,1,2,2
2,31.200001,3,-1,30,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,1,2,2
1,36.599998,3,5,240,0,1,1,2,1,2,1,4,2,1,3,1,2,3,1,1,2,2
1,22.4,3,-1,60,2,-1,2,1,1,7,1,1,2,1,1,1,2,1,-1,2,1,2
1,33.900002,3,5,60,15,2,1,1,2,-1,1,3,2,1,2,1,2,1,1,-1,-1,2
1,22,3,3,20,125,1,1,1,2,-1,1,2,1,1,1,1,2,1,1,2,1,2
2,24.6,3,-1,5,35,-1,1,1,1,5,2,-1,-1,1,1,1,2,1,2,1,1,2
1,21.5,3,5,60,10,-1,1,1,2,-1,1,2,1,1,1,1,2,3,2,1,3,2
-3,23.9,3,5,30,5,-1,1,1,1,4,1,7,1,1,1,1,2,1,2,1,2,2
1,30.799999,3,5,60,15,-1,2,1,1,1,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,24.4,3,5,15,11,-1,1,1,2,-1,1,4,1,1,2,-1,-1,2,2,-1,-1,-1
1,28.200001,3,2,90,23,-1,1,1,1,5,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
2,23,3,-1,105,0,-1,1,2,1,7,2,-1,-1,1,1,1,2,1,2,1,1,1
1,27.5,3,5,80,5,-1,2,1,1,7,1,1,2,1,2,1,2,1,-1,-1,-1,2
1,30.1,3,5,80,0,-1,1,2,2,-1,1,2,1,1,1,1,2,1,2,1,3,2
1,23.6,3,-1,15,0,-1,1,2,1,3,2,-1,-1,1,3,-1,-1,2,2,2,4,-1
1,22.799999,3,5,20,30,-1,1,1,1,3,1,3,1,1,1,1,2,1,2,2,4,2
1,41.599998,3,3,20,35,1,1,1,2,-1,1,4,1,1,2,-1,-1,2,1,-1,-1,-1
1,21.9,3,-1,140,0,-1,1,2,2,-1,1,4,2,1,1,1,2,1,2,1,1,2
1,-1,2,5,85,6,3,1,1,1,4,1,2,2,1,1,-1,-1,2,1,1,3,-1
2,33.200001,3,4,30,20,2,1,1,1,3,1,1,2,1,2,1,2,3,1,-1,-1,2
1,43,3,-1,15,10,-1,2,1,2,-1,1,4,1,1,1,1,2,1,-1,3,1,2
2,41,3,5,120,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,29,3,-1,15,0,1,1,2,1,2,1,3,2,1,1,1,2,1,1,1,2,2
1,28.1,3,-1,75,65,2,1,1,1,5,1,7,1,1,1,1,2,1,1,1,3,2
1,27.200001,3,-1,50,0,-1,1,2,1,4,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
1,33.599998,3,5,30,1,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,2,1,2
3,28.299999,3,-1,90,10,-1,1,1,1,2,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
3,33.700001,2,-1,75,5,1,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,1,1,2
1,-1,3,-1,110,10,1,1,1,1,3,1,3,1,1,1,1,2,1,1,2,3,1
2,23.5,3,-1,30,10,-1,1,1,1,2,2,-1,-1,2,2,-1,-1,2,2,-1,-1,-1
1,36.299999,3,5,60,0,1,1,2,1,4,1,2,2,1,1,1,2,3,1,-2,-1,2
1,49.400002,3,-1,60,0,-1,1,2,2,-1,1,6,2,1,1,1,2,1,2,1,6,2
-2,32.5,3,-1,60,0,-1,2,2,1,5,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,34.900002,3,-1,45,0,1,1,2,2,-1,1,2,2,1,1,1,2,1,1,1,3,2
1,23.799999,3,5,90,0,-1,2,2,1,3,2,-1,-1,1,3,-1,-1,2,-1,1,2,-1
2,36.599998,3,-1,35,20,-1,2,1,1,7,2,-1,-1,2,1,1,2,1,-1,1,1,2
1,26.299999,3,5,90,0,-1,2,2,1,5,1,3,1,1,2,-1,-1,2,-1,-1,-1,-1
1,38.799999,3,-1,210,15,-1,1,1,1,7,1,8,2,1,1,1,2,1,2,1,1,2
1,28.200001,3,-1,30,15,-1,1,1,1,4,1,5,2,1,1,1,2,1,2,1,1,2
-3,31.5,3,-1,115,0,1,1,2,1,3,1,1,2,1,1,1,2,1,1,2,1,2
2,33.299999,3,-1,15,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,1,1,2
1,-1,3,-1,10,20,-1,1,1,1,2,2,-1,-1,1,1,1,2,1,2,1,1,2
1,31.299999,3,-1,30,30,-1,2,1,1,1,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,27.1,3,-1,150,0,-1,2,2,1,6,1,1,2,1,1,1,2,1,-1,2,2,2
1,22.700001,3,-1,15,25,-1,1,1,1,10,2,-1,-1,1,1,1,2,1,2,1,6,2
2,25.1,3,-1,25,0,-1,2,2,1,2,2,-1,-1,1,2,1,2,1,-1,-1,-1,2
1,26.299999,3,5,83,0,-1,2,2,2,-1,2,-1,-1,1,3,2,2,1,-1,5,1,-1
2,20.9,3,5,120,0,-1,2,2,1,2,1,1,2,1,1,1,2,1,-1,2,2,2
1,21.5,3,1,130,60,-1,2,1,1,1,2,-1,-1,1,1,-1,-1,2,-1,1,1,-1
1,21.9,3,5,120,10,-1,2,1,1,3,1,2,1,1,1,1,2,1,-1,1,3,1
1,25.799999,3,5,150,0,2,1,2,1,5,1,2,2,1,2,-1,-1,2,1,-1,-1,-1
2,30.9,3,3,155,0,-1,2,2,1,2,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,18.1,3,-1,60,22,2,1,1,2,-1,1,2,1,1,1,1,2,1,1,1,2,1
1,20.5,3,-1,45,0,2,1,2,1,2,2,-1,-1,1,3,1,2,3,1,2,2,2
1,26,3,5,24,10,-1,2,1,1,2,1,5,1,1,1,1,2,1,-1,1,4,2
2,26.6,3,-1,42,2,2,1,1,1,3,1,1,1,1,2,1,2,3,1,-1,-1,2
-3,-1,3,5,60,0,-1,2,2,-3,-1,2,-1,-1,-3,1,2,2,1,-1,2,2,-1
2,24.4,3,-1,5,0,2,1,2,1,3,1,1,2,1,1,1,2,1,1,1,3,2
1,28.700001,3,-1,0,10,1,1,1,1,3,1,1,2,1,2,1,2,1,1,-1,-1,1
1,33,3,-1,60,0,-1,1,2,1,3,1,7,1,1,1,1,2,1,2,1,2,2
2,23.799999,3,-1,35,0,-1,1,2,1,2,2,-1,-1,1,1,1,2,1,2,1,2,2
2,29.200001,2,5,40,6,-1,1,1,1,2,2,-1,-1,1,1,1,2,1,2,1,1,2
1,21.1,3,5,125,7,-1,1,1,2,-1,2,-1,-1,1,3,-1,-1,2,2,2,2,-1
2,19.5,3,3,15,10,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,2
1,21.700001,3,5,25,20,-1,1,1,1,3,1,5,1,1,1,1,2,3,2,1,3,1
2,21,3,5,30,5,-1,1,1,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,23.6,3,5,55,0,-1,1,2,1,5,2,-1,-1,1,1,2,2,1,2,3,1,-1
1,40.700001,3,5,38,0,2,1,2,2,-1,1,2,2,1,3,-1,-1,2,1,1,2,-1
2,22.700001,3,5,33,1,1,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,1,2,1
1,41.599998,3,5,85,15,-1,1,1,1,7,2,-1,-1,1,1,1,2,1,2,5,6,2
1,32.299999,3,5,135,20,1,1,1,1,4,1,4,2,1,1,1,2,1,1,1,2,2
2,30.299999,3,2,85,0,-1,2,2,1,7,2,-1,-1,1,1,1,2,1,-1,1,3,2
1,-1,3,5,75,10,1,1,1,-3,-1,-3,-1,-1,-3,1,-1,-1,-3,1,-3,-1,-1
1,32.099998,3,-1,70,40,-1,1,1,1,2,1,6,1,1,1,1,2,1,2,1,2,2
2,32.799999,3,5,48,15,1,1,1,1,5,1,4,2,1,2,1,2,1,1,-1,-1,1
2,23,3,-1,40,5,-1,2,1,1,1,2,-1,-1,1,1,1,2,1,-1,1,3,2
1,19,3,-1,100,10,-1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,3,-1
2,39.099998,3,-1,40,20,-1,1,1,1,5,2,-1,-1,1,1,1,2,1,2,1,2,2
1,23,3,-1,65,8,1,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,2,2,2
2,36.5,3,5,30,10,2,1,1,1,1,1,1,2,1,1,1,2,3,1,1,2,2
2,26.799999,3,5,105,10,3,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2
2,30.200001,3,5,95,10,-1,1,1,1,4,1,2,2,1,3,1,2,1,2,1,3,2
1,33,3,-1,45,15,-1,2,1,2,-1,2,-1,-1,2,1,1,2,1,-1,2,1,2
2,33.099998,3,-1,90,0,-1,2,2,1,7,1,1,2,1,1,1,2,1,-1,1,2,2
1,25.799999,3,5,70,0,-1,1,2,1,3,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,31.200001,3,5,90,0,2,1,2,1,4,1,2,2,1,3,-1,-1,2,1,-2,-1,-1
1,24.4,3,5,40,30,1,1,1,1,6,1,3,1,1,1,1,2,1,1,1,2,1
1,25.799999,3,5,140,15,-1,2,1,2,-1,1,7,1,1,2,-1,-1,2,-1,-1,-1,-1
1,24.4,3,-1,5,2,-1,1,1,1,6,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
1,32.099998,3,-1,30,10,-1,1,1,1,2,2,-1,-1,1,1,1,2,1,2,1,2,2
2,30.1,3,5,40,5,-1,2,1,1,2,1,7,2,1,3,1,2,3,-1,3,3,2
2,-1,3,5,75,0,1,1,2,1,3,2,-1,-1,1,3,1,2,1,1,1,2,2
1,21.799999,3,-1,115,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,38.599998,3,-1,45,0,-1,1,2,1,3,2,-1,-1,1,1,1,2,1,2,1,2,2
2,34.5,3,-1,75,15,-1,1,1,1,4,1,3,2,1,1,2,2,1,2,2,3,-1
1,20,3,-1,60,30,-1,2,1,1,4,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,26.4,3,-1,15,30,-1,1,1,1,3,1,7,1,1,1,1,2,1,2,1,2,2
1,21.6,1,5,35,0,-1,1,2,1,2,1,1,2,1,1,1,2,1,2,2,1,1
1,23.299999,3,5,60,0,-1,2,2,2,-1,2,-1,-1,1,1,-1,-1,2,-1,1,2,-1
1,19.5,3,5,75,7,-1,1,1,1,4,1,2,2,1,1,1,2,1,2,1,2,2
2,22.299999,3,-1,0,60,1,1,1,2,-1,1,2,2,1,1,1,2,1,1,2,1,2
1,-1,3,-1,25,0,-1,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,35,3,-1,45,0,-1,2,2,1,3,2,-1,-1,1,1,1,2,1,-1,5,2,2
3,-1,3,-1,0,0,-1,1,2,1,7,2,-1,-1,1,1,-1,-1,2,2,1,1,-1
1,27.4,3,5,90,15,-1,2,1,1,3,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
2,20.9,1,-1,45,30,2,1,1,1,5,1,1,2,1,1,1,2,1,1,2,3,1
1,19.700001,3,5,165,0,-1,2,2,1,4,1,3,2,1,3,1,2,3,-1,1,3,2
3,31.4,3,5,35,5,-1,1,1,1,2,1,3,2,1,3,1,2,3,2,1,1,2
2,36.299999,3,-1,90,0,-1,2,2,2,-1,1,1,1,1,1,2,2,1,-1,2,4,-1
1,27.200001,3,-1,90,10,-1,2,1,1,4,1,5,1,1,3,1,2,1,-1,1,6,1
1,34,3,1,10,10,-1,2,1,1,4,1,5,1,1,2,-1,-1,2,-1,-1,-1,-1
2,25.1,3,5,215,0,-1,2,2,1,-2,2,-1,-1,1,1,1,2,1,-1,2,6,2
2,25.6,3,-1,65,0,-1,1,2,1,7,1,2,2,1,1,1,2,1,2,1,6,2
1,-1,3,-1,60,1,-1,1,1,1,7,1,9,1,1,1,1,2,1,2,1,3,2
1,32.299999,3,5,50,15,-1,2,1,1,2,1,1,2,1,1,1,2,3,-1,1,6,1
2,31.6,3,-1,90,0,2,1,2,1,35,2,-1,-1,1,1,2,2,1,1,4,1,-1
1,27.9,3,-1,25,0,-1,2,2,1,3,1,1,2,1,1,1,2,1,-1,1,2,1
1,21.1,3,5,45,30,2,1,1,1,4,1,1,1,1,3,1,2,3,1,1,2,2
1,21,3,-1,60,10,1,1,1,1,4,1,4,1,1,1,1,2,1,1,1,2,2
1,26.4,3,5,90,5,-1,2,1,1,5,2,-1,-1,1,1,1,2,1,-1,1,6,2
2,36.5,3,5,10,0,-1,2,2,2,-1,1,1,2,1,1,1,2,1,-1,1,2,2
1,24.799999,3,5,60,0,-1,1,2,2,-1,2,-1,-1,1,3,-1,-1,2,2,1,3,-1
1,21.299999,3,5,35,5,-1,1,1,1,4,1,1,2,1,3,1,2,3,2,3,1,2
2,33.900002,3,4,105,10,-1,2,1,1,7,1,2,2,1,1,1,1,1,-1,1,1,1
1,32.599998,3,5,100,0,1,1,2,2,-1,1,5,1,1,1,1,2,1,1,2,4,2
1,32,3,5,30,10,-1,1,1,2,-1,1,4,1,1,3,1,2,3,2,1,3,2
1,20.5,3,5,45,20,-1,1,1,1,7,1,7,2,1,1,1,2,1,2,1,3,2
1,29.200001,3,5,80,0,-1,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2
2,30,3,5,80,10,-1,1,1,1,4,2,-1,-1,1,1,1,2,1,2,2,1,2
3,35,3,5,90,15,2,1,1,2,-1,1,2,1,1,2,-1,-1,2,1,-1,-1,-1
1,40.700001,3,-1,30,0,-1,1,2,1,5,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,31.9,3,5,90,0,-1,2,2,1,2,1,2,2,1,3,1,2,3,-1,1,2,1
2,25.5,3,-1,20,0,-1,2,2,2,-1,2,-1,-1,2,1,1,2,1,-1,1,1,2
1,20.5,3,5,60,30,-1,1,1,1,1,1,3,2,1,3,-1,-1,2,2,1,3,-1
1,39.099998,3,5,125,0,-1,1,2,1,5,1,4,2,1,3,-1,-1,2,2,1,2,-1
1,30.799999,3,3,30,5,-1,1,1,1,7,1,2,2,1,1,1,2,1,2,2,1,1
1,26.4,3,5,70,0,-1,1,2,1,5,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,25.1,3,-1,0,15,1,1,1,1,5,1,4,2,1,1,1,2,1,1,1,3,2
2,-1,3,5,195,0,-1,2,2,1,3,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,28.9,3,5,40,20,-1,1,1,2,-1,1,3,1,1,3,1,2,3,2,1,2,2
1,32.5,3,-1,60,25,2,1,1,2,-1,1,4,1,1,2,-1,-1,2,1,-1,-1,-1
2,26.6,3,5,225,-2,2,1,-2,2,-1,1,1,2,2,3,1,2,3,1,3,3,2
1,20.6,3,-1,5,17,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,1,2,2
